date,wban,stn,year,mo,da,temp,count_temp,dewp,count_dewp,slp,count_slp,stp,count_stp,visib,count_visib,wdsp,count_wdsp,mxpsd,gust,max,flag_max,min,flag_min,prcp,flag_prcp,sndp,fog,rain_drizzle,snow_ice_pellets,hail,thunder,tornado_funnel_cloud,usaf,name,country,state,call,lat,lon,elev,begin,end,point_gis,fake_date
1950-01-01,99999,476430,1950,01,01,38.2,24,37.8,24,1009.9,24,999.8,24,3.3,24,3.3,24,8.0,999.9,40.3,*,34.3,*,99.99,,999.9,1,1,0,0,0,0,476430,IRUMA,JA,,RJTJ,35.842,139.411,+0089.9,19460930,20190831,POINT(139.411 35.842),2000-01-01
1950-01-01,43309,999999,1950,01,01,37.8,24,37.4,24,1009.9,24,999.8,24,3.3,24,3.3,24,8.0,999.9,39.9,*,34,*,99.99,,999.9,1,1,0,0,0,0,999999,IRUMA,JA,,RJTJ,35.833,139.417,+0093.9,19481231,19601231,POINT(139.417 35.833),2000-01-01
1950-01-01,99999,760500,1950,01,01,55.8,8,51.5,8,1018,8,9999.9,0,14.8,8,2.3,8,8.0,999.9,71.1,,46.9,,0,I,999.9,0,0,0,0,0,0,760500,ENSENADA BC,MX,,,31.667,-116.567,+0010.0,19490601,20190119,POINT(-116.567 31.667),2000-01-01
1950-01-01,99999,912500,1950,01,01,80.2,8,69.4,8,1006.5,8,1006.5,8,11.9,8,11.6,8,15.0,999.9,84.4,*,77.4,*,0,I,999.9,0,0,0,0,0,0,912500,ENEWETAK  MARSHALL IS,RM,,,11.35,162.35,+0005.0,19450630,20050204,POINT(162.35 11.35),2000-01-01
1950-01-01,99999,040040,1950,01,01,38,4,9999.9,0,9999.9,0,9999.9,0,17.1,4,5.2,4,8.9,999.9,39,*,37,*,99.99,,999.9,0,1,0,0,0,0,040040,GUFUSKALAR,IC,,,64.9,-23.933,+0007.0,19490101,20020405,POINT(-23.933 64.9),2000-01-01
1950-01-01,99999,263480,1950,01,01,3.4,5,-0.2,5,1027.7,5,9999.9,0,5.5,5,2.4,5,6.0,999.9,12,,-6,*,99.99,,999.9,0,0,1,0,0,0,263480,GULBENE,LG,,,57.133,26.717,+0143.0,19480101,20190831,POINT(26.717 57.133),2000-01-01
1950-01-01,99999,314210,1950,01,01,-30,6,-38.8,6,1008.2,6,9999.9,0,999.9,0,0.0,6,999.9,999.9,-24,*,-38,*,0,I,999.9,0,0,0,0,0,0,314210,GUGA,RS,,,52.7,137.533,+0060.0,19480116,19990803,POINT(137.533 52.7),2000-01-01
1950-01-01,99999,172800,1950,01,01,29.3,24,24.5,24,1001.6,24,9999.9,0,26.4,24,0.3,24,1.9,999.9,37.4,*,19.4,*,0,I,999.9,0,0,0,0,0,0,172800,DIYARBAKIR,TU,,LTCC,37.894,40.201,+0686.1,19500101,20190831,POINT(40.201 37.894),2000-01-01
1950-01-01,23226,999999,1950,01,01,31.2,24,19.5,24,1013.8,24,777.2,24,29.8,24,24.2,24,35.0,999.9,36,*,28.9,*,0,I,999.9,0,0,0,0,0,0,999999,DONNER SUMMIT,US,CA,,39.317,-120.333,+2194.0,19481101,19520131,POINT(-120.333 39.317),2000-01-01
1950-01-01,13985,999999,1950,01,01,41.7,24,37.8,24,1021.2,24,928.7,24,7.5,24,8.4,24,14.0,999.9,55.9,*,37,*,0,I,999.9,1,0,0,0,0,0,999999,DODGE CITY MUNICIPAL ARPT,US,KS,KDDC,37.769,-99.968,+0790.0,19480101,19721231,POINT(-99.968 37.769),2000-01-01
1950-01-01,13864,722270,1950,01,01,46.2,24,41.3,24,1032.5,24,995.2,24,8,24,4.3,24,7.0,999.9,55.4,*,37.4,*,0,I,999.9,0,0,0,0,0,0,722270,DOBBINS AIR RESERVE BASE AIRP,US,GA,KMGE,33.917,-84.517,+0325.5,19460901,20190831,POINT(-84.517 33.917),2000-01-01
1950-01-01,14775,999999,1950,01,01,26.8,24,20.1,24,1032,24,1021.5,24,9.2,24,2.4,24,7.0,999.9,35.1,*,19.9,*,99.99,,999.9,0,1,1,0,0,0,999999,WESTFIELD BARNES MUNI AP,US,MA,KBAF,42.158,-72.716,+0082.6,19490101,19520502,POINT(-72.716 42.158),2000-01-01
1950-01-01,12844,999999,1950,01,01,71.3,24,54.2,24,1026.3,24,1025.6,24,14,24,12.1,24,17.1,999.9,75.9,*,68,*,0,I,999.9,0,0,0,0,0,0,999999,WEST PALM BEACH INTL ARPT,US,FL,KPBI,26.685,-80.099,+0006.4,19480101,19751231,POINT(-80.099 26.685),2000-01-01
1950-01-01,14703,744910,1950,01,01,28.8,24,21.7,24,1032.2,24,1022.6,24,5.3,24,4.9,24,9.9,999.9,35.4,*,22.5,*,99.99,,999.9,1,0,1,0,0,0,744910,WESTOVER AFB/METROPOLITAN AIR,US,MA,KCEF,42.2,-72.533,+0073.5,19410401,20190831,POINT(-72.533 42.2),2000-01-01
1950-01-01,13721,724040,1950,01,01,38.8,24,28.4,24,1033.2,24,1031.7,24,8,24,5.7,24,10.1,999.9,49.3,,34,*,0,G,999.9,0,0,0,0,0,0,724040,NAVAL AIR STATION,US,MD,KNHK,38.3,-76.417,+0011.9,19450301,20190831,POINT(-76.417 38.3),2000-01-01
1950-01-01,99999,042700,1950,01,01,23.9,24,14.9,24,1006.4,24,1002.9,24,25.1,24,0.7,24,4.1,999.9,26.4,*,21.4,*,0,I,999.9,0,0,0,0,0,0,042700,NARSARSUAQ,GL,,BGBW,61.161,-45.426,+0034.1,19410722,20190831,POINT(-45.426 61.161),2000-01-01
1950-01-01,23239,999999,1950,01,01,43.7,24,40.8,24,1019,24,1018,24,2.8,24,1.6,24,8.0,999.9,52,*,39.9,*,0,I,999.9,1,0,0,0,0,0,999999,NAVAL AIR STATION,US,CA,KNGZ,37.783,-122.317,+0004.3,19450301,20041231,POINT(-122.317 37.783),2000-01-01
1950-01-01,99999,106370,1950,01,01,28.6,24,24.4,24,1033.2,24,1018.9,24,9.5,24,3.5,24,6.0,999.9,34,*,25,*,0,I,999.9,0,0,0,0,0,0,106370,FRANKFURT MAIN,GM,,EDDF,50.026,8.543,+0110.9,19260101,20190831,POINT(8.543 50.026),2000-01-01
1950-01-01,24118,999999,1950,01,01,27.4,24,19,24,1019,24,782.7,24,47.6,24,7.2,24,14.0,999.9,37,*,19,*,0,I,999.9,0,0,0,0,0,0,999999,FORT BRIDGER AP,US,WY,,41.4,-110.417,+2140.9,19480601,19550101,POINT(-110.417 41.4),2000-01-01
1950-01-01,13961,722596,1950,01,01,58.3,24,57.5,24,1023.7,24,998.2,24,1.7,24,3.2,24,8.9,999.9,62.1,*,57,*,99.99,,999.9,1,1,0,0,0,0,722596,FORT WORTH MEACHAM,US,TX,KFTW,32.819,-97.361,+0215.2,19460801,20100731,POINT(-97.361 32.819),2000-01-01
1950-01-01,24024,999999,1950,01,01,29.7,24,19.1,24,1017.1,24,936.1,24,14.9,24,8.8,24,17.1,999.9,41,*,9,*,0,I,999.9,0,0,0,0,0,0,999999,PHILIP 1 S                   ,US,SD,KPHP,44.051,-101.601,+0674.2,19480101,19550101,POINT(-101.601 44.051),2000-01-01
1950-01-01,14843,999999,1950,01,01,44,24,37.2,24,9999.9,0,9999.9,0,4.3,24,6.6,24,10.1,999.9,46.9,*,39.9,*,99.99,,999.9,0,1,0,0,0,0,999999,PERRY CAA AP,US,OH,,41.783,-81.1,+0210.9,19481201,19500122,POINT(-81.1 41.783),2000-01-01
1950-01-01,13739,999999,1950,01,01,37.1,24,25.9,24,1033.3,24,1032.2,24,5.8,24,4.7,24,10.1,999.9,45,*,32,*,99.99,,999.9,0,1,0,0,0,0,999999,PHILADELPHIA INTERNATIONAL AP,US,PA,KPHL,39.868,-75.231,+0008.5,19410101,19721231,POINT(-75.231 39.868),2000-01-01
1950-01-01,14761,999999,1950,01,01,36.9,24,25.7,24,1031.1,24,960.2,24,6.3,24,5.4,24,10.1,999.9,45,*,30,*,99.99,,999.9,0,1,0,0,0,0,999999,PHILIPSBURG MID-STATE ARPT,US,PA,KPSB,40.9,-78.083,+0593.8,19480101,20041231,POINT(-78.083 40.9),2000-01-01
1950-01-01,23183,999999,1950,01,01,60.6,24,44.9,24,1016.3,24,977,24,23,24,4.5,24,10.1,999.9,70,*,54,*,0,I,999.9,0,0,0,0,0,0,999999,PHOENIX SKY HARBOR INTL AP,US,AZ,KPHX,33.428,-112.004,+0337.4,19480101,19721231,POINT(-112.004 33.428),2000-01-01
1950-01-01,12947,999999,1950,01,01,64.6,23,63.6,23,1022.9,23,1005.6,23,2.8,23,3.4,23,10.1,999.9,72,*,61,*,99.99,,999.9,1,1,0,0,0,0,999999,COTULLA FAA AP,US,TX,KCOT,28.457,-99.218,+0146.0,19491001,19550101,POINT(-99.218 28.457),2000-01-01
1950-01-01,13850,722266,1950,01,01,55.3,24,41.8,23,1029.6,24,1023.5,24,10,24,8.9,24,13.0,999.9,64.9,*,50,*,0,I,999.9,0,0,0,0,0,0,722266,CRAIG FLD,US,AL,KSEM,32.35,-86.983,+0051.0,19410701,19770831,POINT(-86.983 32.35),2000-01-01
1950-01-01,99999,717020,1950,01,01,25.1,20,19.7,20,1029.7,20,1026.7,20,14.9,20,8.5,20,13.0,999.9,28.4,*,20.3,*,0,I,999.9,0,0,0,0,0,0,717020,SUMMERSIDE,CA,,CWSD,46.433,-63.833,+0012.0,19500101,20190831,POINT(-63.833 46.433),2000-01-01
1950-01-01,99999,788071,1950,01,01,81.9,24,75,24,1008.2,24,1007.5,24,11.5,24,6.6,24,14.0,999.9,90.3,*,76.3,*,0,I,999.9,0,0,0,0,0,0,788071,ALBROOK AFB/BALBOA,PM,,MPLB,8.967,-79.55,+0009.0,19361001,19710314,POINT(-79.55 8.967),2000-01-01
1950-01-01,13869,999999,1950,01,01,54,24,41.8,24,1031.4,24,1024.3,24,8.3,24,3.6,24,7.0,999.9,68,*,44.1,*,0,I,999.9,0,0,0,0,0,0,999999,ALBANY MUNICIPAL AP,US,GA,KABY,31.536,-84.194,+0058.8,19480101,19550101,POINT(-84.194 31.536),2000-01-01
1950-01-01,14910,999999,1950,01,01,24.9,24,22,24,1020.3,24,966.2,24,7,24,9.2,24,15.9,999.9,30,*,16,*,0,I,999.9,1,0,0,0,0,0,999999,ALEXANDRIA MUNICIPAL AP,US,MN,KAXN,45.868,-95.394,+0436.2,19481201,19550101,POINT(-95.394 45.868),2000-01-01
1950-01-01,14735,725180,1950,01,01,27,24,17.4,24,1032,23,1020.5,24,8.5,24,1.3,24,5.1,999.9,37.4,,19,*,0,G,999.9,0,0,0,0,0,0,725180,ALBANY INTERNATIONAL AIRPORT,US,NY,KALB,42.747,-73.799,+0085.3,19460101,20190831,POINT(-73.799 42.747),2000-01-01
1950-01-01,23050,723650,1950,01,01,35.3,24,29.6,24,1023.1,24,842.2,24,37.5,24,2.5,24,6.0,999.9,46,*,26.1,*,0,I,999.9,0,0,0,0,0,0,723650,ALBUQUERQUE INTL SUNPORT AIRP,US,NM,KABQ,35.042,-106.616,+1618.5,19410701,20190831,POINT(-106.616 35.042),2000-01-01
1950-01-01,99999,782550,1950,01,01,71.6,24,63.8,24,1019.4,24,9999.9,0,7.5,24,13.1,24,23.9,999.9,79,*,66,*,0,I,999.9,0,0,0,0,0,0,782550,IGNACIO AGRAMONTE INTL,CU,,MUCM,21.42,-77.848,+0125.9,19500101,20190831,POINT(-77.848 21.42),2000-01-01
1950-01-01,24145,999999,1950,01,01,22.2,24,16.9,24,1016.5,24,849.6,24,40.6,24,4.0,24,12.0,999.9,37,*,10,*,99.99,,999.9,0,0,1,0,0,0,999999,IDAHO FALLS FANNING FIELD,US,ID,KIDA,43.516,-112.067,+1446.0,19480101,19650101,POINT(-112.067 43.516),2000-01-01
1950-01-01,25506,999999,1950,01,01,29.2,24,25.5,24,1019.4,24,1013.3,24,8.3,24,19.5,24,28.9,999.9,34,*,18,*,99.99,,999.9,0,0,1,0,0,0,999999,ILIAMNA ARPT,US,AK,PAIL,59.749,-154.909,+0048.8,19480701,19710131,POINT(-154.909 59.749),2000-01-01
1950-01-01,99999,230210,1950,01,01,1.3,4,-4.5,4,9999.9,0,9999.9,0,5.3,4,11.9,4,15.9,999.9,3,,-2,*,99.99,,999.9,0,0,1,0,0,0,230210,YUGORSKIY SHAR,RS,,,69.817,60.75,+0013.0,19320101,19840816,POINT(60.75 69.817),2000-01-01
1950-01-01,99999,384570,1950,01,01,30.2,4,9999.9,0,1025.8,4,9999.9,0,5.3,4,1.0,4,1.9,999.9,34,*,25,*,0,I,999.9,0,0,0,0,0,0,384570,YUZHNY,UZ,,UTTT,41.258,69.281,+0431.9,19320101,20190831,POINT(69.281 41.258),2000-01-01
1950-01-01,99999,062000,1950,01,01,30.4,5,26.8,5,9999.9,0,1030.4,5,2.3,5,3.0,5,6.0,999.9,36,,21,,0,I,999.9,0,0,0,0,0,0,062000,YPENBURG(NAFB)               ,NL,,,52.033,4.35,+0001.0,19490101,20090202,POINT(4.35 52.033),2000-01-01
1950-01-01,99999,036690,1950,01,01,34,8,31.8,8,1031.8,8,9999.9,0,2.3,8,5.4,8,8.9,999.9,36,*,30.9,*,0,I,999.9,1,0,0,0,0,0,036690,,,,,,,,19420810,19600731,,2000-01-01
1950-01-01,99999,062450,1950,01,01,37.5,8,32.6,8,9999.9,0,1029.7,8,6.2,8,9.5,8,14.0,999.9,43,*,34,*,0,I,999.9,0,0,0,0,0,0,062450,,,,,,,,19360102,19750520,,2000-01-01
1950-01-01,99999,106700,1950,01,01,23.6,8,17.5,8,1034.1,8,9999.9,0,8.5,8,3.3,8,5.1,999.9,30,,19,,0,I,999.9,0,0,0,0,0,0,106700,,,,,,,,19490101,19541231,,2000-01-01
1950-01-01,99999,106810,1950,01,01,23.1,8,17.1,8,1033.6,8,9999.9,0,8.4,8,1.6,8,2.9,999.9,34,,18,,0,I,999.9,0,0,0,0,0,0,106810,,,,,,,,19490101,19541231,,2000-01-01
1950-01-01,99999,408310,1950,01,01,46.9,16,36.8,16,1021,16,9999.9,0,10,16,9.3,16,18.1,999.9,55.9,,37,,0,I,999.9,0,0,0,0,0,0,408310,ABADAN,IR,,OIAA,30.371,48.228,+0003.0,19431130,20190831,POINT(48.228 30.371),2000-01-01
1950-01-01,99999,360030,1950,01,01,-12,4,9999.9,0,1022.6,4,9999.9,0,5.3,4,13.9,4,15.9,999.9,-4,*,-18,*,99.99,,999.9,0,0,1,0,0,0,360030,PAVLODAR,KZ,,UASP,52.195,77.074,+0125.0,19320102,20190831,POINT(77.074 52.195),2000-01-01
1950-01-01,99999,278230,1950,01,01,0.3,6,9999.9,0,1014.2,6,9999.9,0,999.9,0,20.2,5,22.9,999.9,5,,-2,,0,I,999.9,0,0,0,0,0,0,278230,PAVELETS,RS,,,53.783,39.25,+0209.0,19460306,20190831,POINT(39.25 53.783),2000-01-01
1950-01-01,03818,999999,1950,01,01,58.9,18,50.7,18,1029.6,18,1025.2,18,10.1,18,5.3,18,10.1,999.9,73,*,50,*,0,I,999.9,0,0,0,0,0,0,999999,MARIANNA MUNICIPAL AP,US,FL,KMAI,30.836,-85.184,+0034.4,19500101,19550101,POINT(-85.184 30.836),2000-01-01
1950-01-01,24121,999999,1950,01,01,16.4,24,9.6,24,1018,24,841.2,24,27.3,24,1.1,24,5.1,999.9,41,*,3,*,0,I,999.9,0,0,0,0,0,0,999999,ELKO MUNICIPAL ARPT,US,NV,KEKO,40.829,-115.789,+1546.6,19480101,19761231,POINT(-115.789 40.829),2000-01-01
1950-01-01,24220,999999,1950,01,01,18.1,24,14.2,24,1014.2,24,949.6,24,23.6,24,4.0,24,10.1,999.9,27,*,10,*,99.99,,999.9,0,0,1,0,0,0,999999,ELLENSBURG BOWERS FI,US,WA,KELN,47.034,-120.53,+0538.0,19480601,19550101,POINT(-120.53 47.034),2000-01-01
1950-01-01,24006,726625,1950,01,01,29.8,24,20.7,24,1016.1,24,901.5,24,23,24,11.6,24,27.0,999.9,36,*,14,*,0,I,999.9,0,0,0,0,0,0,726625,ELLSWORTH AIR FORCE BASE,US,SD,KRCA,44.15,-103.1,+0999.1,19390201,20190901,POINT(-103.1 44.15),2000-01-01
1950-01-01,23044,722700,1950,01,01,45.3,24,41.9,24,1021.5,24,886.9,24,22.4,24,7.2,24,10.1,999.9,53.1,*,39.9,*,0,I,999.9,1,0,0,0,0,0,722700,EL PASO INTERNATIONAL AIRPORT,US,TX,KELP,31.811,-106.376,+1194.2,19410401,20190831,POINT(-106.376 31.811),2000-01-01
1950-01-01,13729,999999,1950,01,01,39.5,24,33.6,24,1032.3,24,958.3,24,13.9,24,0.6,24,4.1,999.9,52,*,32,*,99.99,,999.9,0,1,0,0,0,0,999999,ELKINS ELKINS-RANDOLPH CO ARP,US,WV,KEKN,38.885,-79.853,+0603.2,19480101,19721231,POINT(-79.853 38.885),2000-01-01
1950-01-01,24019,999999,1950,01,01,37.8,24,20.3,24,1016.2,24,849.2,24,39.8,24,8.5,24,25.1,999.9,48.9,*,25,*,0,I,999.9,0,0,0,0,0,0,999999,DOUGLAS,US,WY,4DG  ,42.75,-105.383,+1466.1,19480601,19550101,POINT(-105.383 42.75),2000-01-01
1950-01-01,14762,999999,1950,01,01,45.4,24,33,24,1029.8,24,982.8,24,5.8,24,6.6,24,12.0,999.9,51.1,*,39.9,*,99.99,,999.9,0,1,0,0,0,0,999999,PITTSBURGH ALLEGHENY CO AP,US,PA,KAGC,40.355,-79.922,+0388.0,19450101,19520915,POINT(-79.922 40.355),2000-01-01
1950-01-01,24131,999999,1950,01,01,30.1,24,21.6,24,1014.6,24,912.1,24,27.8,24,6.1,24,17.1,999.9,37.9,*,24.1,*,0,I,999.9,0,0,0,0,0,0,999999,BOISE AIR TERMINAL,US,ID,KBOI,43.567,-116.241,+0874.2,19480101,19721231,POINT(-116.241 43.567),2000-01-01
1950-01-01,93845,722166,1950,01,01,57.1,24,48.4,24,1030.7,24,1022.5,24,12,24,5.7,24,8.9,999.9,73,*,44.1,*,0,I,999.9,0,0,0,0,0,0,722166,VALDOSTA REGIONAL AIRPORT,US,GA,KVLD,30.783,-83.277,+0060.4,19480101,20190901,POINT(-83.277 30.783),2000-01-01
1950-01-01,23130,722886,1950,01,01,48.2,24,36.7,24,1017.3,24,988.8,24,6.6,24,0.7,24,5.1,999.9,68,*,37,*,0,G,999.9,0,0,0,0,0,0,722886,VAN NUYS AIRPORT,US,CA,KVNY,34.21,-118.489,+0234.7,19421211,20190831,POINT(-118.489 34.21),2000-01-01
1950-01-01,99999,723535,1950,01,01,49.9,24,48.3,24,1022.5,24,975.9,24,3.6,24,3.9,24,12.0,999.9,55.4,*,46.4,*,99.99,,999.9,1,1,0,0,0,0,723535,VANCE AFB,US,OK,KEND,36.333,-97.917,+0398.0,19420101,20051222,POINT(-97.917 36.333),2000-01-01
1950-01-01,99999,282400,1950,01,01,-15.3,4,-20.7,4,1013.9,4,9999.9,0,999.9,0,5.0,4,12.0,999.9,-11,*,-18,*,99.99,,999.9,0,0,1,0,0,0,282400,NIZHNYJ TAGIL,RS,,,57.883,60.067,+0260.0,19460309,20190831,POINT(60.067 57.883),2000-01-01
1950-01-01,99999,304330,1950,01,01,-15.3,4,9999.9,0,1025.7,4,9999.9,0,999.9,0,0.0,4,999.9,999.9,-9,*,-18,,0.1,F,999.9,0,0,1,0,0,0,304330,NIZHNEANGARSK,RS,,,55.783,109.55,+0487.0,19480101,20190831,POINT(109.55 55.783),2000-01-01
1950-01-01,99999,338050,1950,01,01,5.8,4,0.7,4,1021.6,4,9999.9,0,12.4,4,21.2,4,42.9,999.9,10,,1,*,99.99,,999.9,0,0,1,0,0,0,338050,NIKOPOL'                     ,UP,,,47.583,34.45,+0055.0,19460701,20160602,POINT(34.45 47.583),2000-01-01
1950-01-01,99999,246390,1950,01,01,-38.4,5,9999.9,0,1019.7,5,9999.9,0,6.5,5,10.3,5,12.0,999.9,-27,*,-47,,0.06,F,999.9,1,0,1,0,0,0,246390,NJURBA,RS,,,63.283,118.333,+0119.0,19340903,20190831,POINT(118.333 63.283),2000-01-01
1950-01-01,99999,296980,1950,01,01,-19,5,9999.9,0,1028.2,5,9999.9,0,4.5,5,0.0,5,999.9,999.9,-17,*,-27,*,99.99,,999.9,0,0,1,0,0,0,296980,NIZNE-UDINSK,RS,,UINN,54.883,99.033,+0410.0,19320104,20190831,POINT(99.033 54.883),2000-01-01
1950-01-01,99999,984290,1950,01,01,77.2,5,70.6,5,1006.1,5,9999.9,0,11.1,5,6.2,5,13.0,999.9,87.1,*,72,*,0,I,999.9,0,0,0,0,0,0,984290,NINOY AQUINO INTL,RP,,RPLL,14.509,121.02,+0022.9,19450331,20190831,POINT(121.02 14.509),2000-01-01
1950-01-01,99999,228540,1950,01,01,-16.5,6,9999.9,0,1024.1,5,9999.9,0,8.7,5,5.1,6,6.0,999.9,-11,,-24,,0,I,999.9,0,0,0,0,0,0,228540,NJANDOMA,RS,,,61.667,40.183,+0233.0,19361231,20190831,POINT(40.183 61.667),2000-01-01
1950-01-01,99999,249340,1950,01,01,-50.5,6,-54,6,1026.8,6,9999.9,0,6.8,6,1.6,5,6.0,999.9,-44,*,-56,*,0,I,999.9,0,0,0,0,0,0,249340,NJUJA,RS,,,60.533,116.233,+0168.0,19331202,20010814,POINT(116.233 60.533),2000-01-01
1950-01-01,13728,999999,1950,01,01,40.3,24,29.5,24,1033,24,1010.9,24,8,24,3.8,24,11.1,999.9,55,*,30,*,0,I,999.9,0,0,0,0,0,0,999999,DANVILLE FAA AP,US,VA,KDAN,36.573,-79.336,+0179.8,19490201,19550101,POINT(-79.336 36.573),2000-01-01
1950-01-01,14837,726410,1950,01,01,37.3,24,37,24,1023.6,24,991,24,0.1,24,2.2,24,4.1,999.9,42.4,,35.1,*,0,G,999.9,1,1,0,0,0,0,726410,DANE CO REGIONAL-TRUAX FIELD,US,WI,KMSN,43.141,-89.345,+0264.0,19480101,20190901,POINT(-89.345 43.141),2000-01-01
1950-01-01,99999,260780,1950,01,01,-1.8,4,9999.9,0,1027.2,4,9999.9,0,2.5,4,3.0,4,8.0,999.9,3,,-9,*,0.02,E,999.9,0,0,0,0,0,0,260780,LJUBAN'                      ,RS,,,59.35,31.233,+0039.0,19480101,20190831,POINT(31.233 59.35),2000-01-01
1950-01-01,99999,787670,1950,01,01,76.5,4,71.2,4,1006.8,4,9999.9,0,11.8,4,5.8,4,8.0,999.9,82,*,68,*,99.99,,999.9,0,1,0,0,0,0,787670,LIMON INTL,CS,,MRLM,9.958,-83.022,+0002.1,19490101,20190831,POINT(-83.022 9.958),2000-01-01
1950-01-01,99999,337610,1950,01,01,9,5,-3.6,5,1026.2,5,9999.9,0,999.9,0,21.1,5,22.9,999.9,25,*,3,*,0.24,E,999.9,0,0,0,0,0,0,337610,LIUBASHIVKA,UP,,,47.85,30.267,+0183.0,19480401,20190831,POINT(30.267 47.85),2000-01-01
1950-01-01,93832,999999,1950,01,01,63.9,12,52.3,12,1028,12,1025.3,12,11.1,12,7.3,12,10.1,999.9,72,*,50,*,0,I,999.9,1,0,0,0,0,0,999999,CECIL FIELD NAS,US,FL,KNZC,30.217,-81.883,+0025.3,19470301,20001101,POINT(-81.883 30.217),2000-01-01
1950-01-01,03814,999999,1950,01,01,47.6,24,38.5,24,1030.8,24,987.6,24,5.4,24,2.1,24,5.1,999.9,54,*,41,*,99.99,,999.9,1,1,0,0,0,0,999999,CORBIN CAA AIRPORT,US,KY,,36.967,-84.133,+0359.1,19490801,19541011,POINT(-84.133 36.967),2000-01-01
1950-01-01,12924,722510,1950,01,01,68.6,24,67.6,24,1022.5,24,1021,24,3.7,24,5.0,24,11.1,999.9,75.4,*,64.9,*,99.99,,999.9,1,1,0,0,0,0,722510,CORPUS CHRISTI  INTERNATIONAL,US,TX,KCRP,27.774,-97.512,+0013.4,19460801,20190901,POINT(-97.512 27.774),2000-01-01
1950-01-01,14745,999999,1950,01,01,27.9,24,15.1,24,1031.7,24,1018.2,24,28.8,24,1.4,24,5.1,999.9,42.1,*,19,*,0,I,999.9,0,0,0,0,0,0,999999,CONCORD MUNICIPAL ARPT,US,NH,KCON,43.195,-71.501,+0105.5,19480101,19721231,POINT(-71.501 43.195),2000-01-01
1950-01-01,12926,999999,1950,01,01,67.8,24,66.8,24,1021.8,24,1020.6,24,3.9,23,4.8,24,8.9,999.9,75.9,*,64.9,*,99.99,,999.9,1,1,0,0,0,0,999999,CORPUS CHRISTI NAS,US,TX,KNGP,27.683,-97.283,+0005.8,19450301,19721231,POINT(-97.283 27.683),2000-01-01
1950-01-01,14848,999999,1950,01,01,43.4,24,42.8,24,1024.2,24,995.4,24,1.5,24,4.9,24,7.0,999.9,46,*,41,*,99.99,,999.9,1,1,0,0,0,0,999999,SOUTH BEND ST JOSEPH CO ARPT,US,IN,KSBN,41.707,-86.316,+0235.6,19480101,19721231,POINT(-86.316 41.707),2000-01-01
1950-01-01,03103,723755,1950,01,01,35.9,22,31.4,21,1021.2,22,792,22,17.2,22,3.9,22,7.0,999.9,45.3,*,30.4,*,0,I,999.9,0,0,0,0,0,0,723755,FLAGSTAFF PULLIAM ARPT,US,AZ,KFLG,35.144,-111.666,+2139.1,19480101,20041231,POINT(-111.666 35.144),2000-01-01
1950-01-01,14825,999999,1950,01,01,44.1,24,41.1,24,1026.8,24,996.8,24,3.7,24,8.3,24,10.1,999.9,48.9,*,37.9,*,99.99,,999.9,1,1,0,0,0,0,999999,FINDLAY AIRPORT,US,OH,KFDY,41.014,-83.669,+0247.5,19481201,19550101,POINT(-83.669 41.014),2000-01-01
1950-01-01,14826,999999,1950,01,01,39.6,24,38.4,24,1025.8,24,997,24,2,24,6.8,24,14.0,999.9,46.9,*,36,*,99.99,,999.9,1,1,0,0,0,0,999999,FLINT BISHOP ARPT,US,MI,KFNT,42.967,-83.749,+0233.5,19481201,19721231,POINT(-83.749 42.967),2000-01-01
1950-01-01,99999,710720,1950,01,01,-33.3,8,-38.9,8,9999.9,0,1023.4,8,6.8,8,9.3,8,20.0,999.9,-29.9,*,-38,*,0.02,G,999.9,1,0,1,0,0,0,710720,THUNDER BAY,CA,,,48.367,-89.317,+0199.0,19480513,20190831,POINT(-89.317 48.367),2000-01-01
1950-01-01,24224,999999,1950,01,01,22.7,24,17.5,24,1017.4,24,872.6,24,24.5,24,6.6,24,18.1,999.9,28.9,*,17.1,*,99.99,,999.9,0,0,1,0,0,0,999999,KLAMATH FALLS KINGSLEY FIELD,US,OR,,42.167,-121.733,+1244.8,19480101,19590901,POINT(-121.733 42.167),2000-01-01
1950-01-01,25501,703500,1950,01,01,31.5,24,30,24,1023.5,24,1019.1,24,4,24,4.2,24,5.1,999.9,36,*,27,*,99.99,,999.9,1,1,1,0,0,0,703500,KODIAK AIRPORT,US,AK,PADQ,57.751,-152.486,+0024.4,19450101,20190901,POINT(-152.486 57.751),2000-01-01
1950-01-01,13744,999999,1950,01,01,45.9,24,29,24,1033.8,24,1028,24,11.3,24,2.3,24,6.0,999.9,64,*,34,*,0,I,999.9,0,0,0,0,0,0,999999,FLORENCE CITY COUNTY AP,US,SC,KFLO,34.185,-79.724,+0046.0,19480101,19650401,POINT(-79.724 34.185),2000-01-01
1950-01-01,24221,999999,1950,01,01,34.6,24,32.9,24,1018.2,24,1004.2,24,13.5,24,7.2,24,13.0,999.9,41,*,32,*,99.99,,999.9,0,1,1,0,0,0,999999,EUGENE MAHLON SWEET ARPT,US,OR,KEUG,44.128,-123.221,+0113.7,19480101,19721231,POINT(-123.221 44.128),2000-01-01
